Run 1,, ,run 2,,,run 3 ,,changed detectors,run 1 - H2 D2,,,run 2,,,run 3 ,,,run 1 - h2,,,run 2,,,run 3,,,run 1 with filter,dummy data,,run 2 with nd 1 absorptive filter,broad band anti reflective coating 350 - 700 nm,,run 3 with filter,,,run 4,
wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts)
,,,,,,,,,675.47,17.62,,675.47,3.77,,675.47,8.23,,675.47,8.85,,675.47,18.23,,675.47,3.38,,675.47,-2.77,,675.47,-0.92,,675.47,22.38,,675.47,27.62
,,,,,,,,,675.48,15.62,,675.48,5.77,,675.48,17.23,,675.48,8.85,,675.48,21.23,,675.48,8.38,,675.48,4.23,,675.48,3.08,,675.48,20.38,,675.48,19.62
,,,,,,,,,675.49,10.62,,675.49,17.77,,675.49,16.23,,675.49,19.85,,675.49,10.23,,675.49,27.38,,675.49,16.23,,675.49,19.08,,675.49,21.38,,675.49,27.62
,,,,,,,,,675.5,20.62,,675.5,20.77,,675.5,15.23,,675.5,10.85,,675.5,12.23,,675.5,10.38,,675.5,10.23,,675.5,26.08,,675.5,11.38,,675.5,10.62
,,,,,,,,,675.51,14.62,,675.51,2.77,,675.51,9.23,,675.51,-3.15,,675.51,12.23,,675.51,4.38,,675.51,7.23,,675.51,5.08,,675.51,-2.62,,675.51,-8.38
,,,,,,,,,675.52,12.62,,675.52,-2.23,,675.52,7.23,,675.52,-0.15,,675.52,5.23,,675.52,18.38,,675.52,-3.77,,675.52,-8.92,,675.52,1.38,,675.52,7.62
,,,,,,,,,675.54,0.62,,675.54,-6.23,,675.54,3.23,,675.54,-8.15,,675.54,-1.77,,675.54,4.38,,675.54,-15.77,,675.54,2.08,,675.54,2.38,,675.54,-15.38
,,,,,,,,,675.55,3.62,,675.55,7.77,,675.55,5.23,,675.55,3.85,,675.55,4.23,,675.55,-0.62,,675.55,-3.77,,675.55,2.08,,675.55,4.38,,675.55,8.62
,,,,,,,,,675.56,12.62,,675.56,5.77,,675.56,-0.77,,675.56,8.85,,675.56,7.23,,675.56,14.38,,675.56,15.23,,675.56,17.08,,675.56,13.38,,675.56,13.62
,,,,,,,,,675.57,0.62,,675.57,11.77,,675.57,-8.77,,675.57,-4.15,,675.57,-3.77,,675.57,9.38,,675.57,9.23,,675.57,-0.92,,675.57,0.38,,675.57,4.62
,,,,,,,,,675.58,6.62,,675.58,25.77,,675.58,-15.77,,675.58,-1.15,,675.58,6.23,,675.58,17.38,,675.58,1.23,,675.58,-7.92,,675.58,6.38,,675.58,8.62
,,,,,,,,,675.59,0.62,,675.59,11.77,,675.59,5.23,,675.59,-2.15,,675.59,7.23,,675.59,-0.62,,675.59,-7.77,,675.59,-1.92,,675.59,8.38,,675.59,-1.38
,,,,,,,,,675.6,10.62,,675.6,11.77,,675.6,14.23,,675.6,9.85,,675.6,-1.77,,675.6,17.38,,675.6,8.23,,675.6,-7.92,,675.6,4.38,,675.6,4.62
,,,,,,,,,675.61,9.62,,675.61,14.77,,675.61,1.23,,675.61,-2.15,,675.61,-0.77,,675.61,8.38,,675.61,7.23,,675.61,-1.92,,675.61,10.38,,675.61,9.62
,,,,,,,,,675.62,6.62,,675.62,4.77,,675.62,2.23,,675.62,17.85,,675.62,7.23,,675.62,-1.62,,675.62,-0.77,,675.62,-13.92,,675.62,-2.62,,675.62,2.62
,,,,,,,,,675.63,2.62,,675.63,15.77,,675.63,-1.77,,675.63,-2.15,,675.63,11.23,,675.63,-7.62,,675.63,5.23,,675.63,1.08,,675.63,5.38,,675.63,-12.38
,,,,,,,,,675.64,11.62,,675.64,-3.23,,675.64,3.23,,675.64,-7.15,,675.64,7.23,,675.64,-6.62,,675.64,3.23,,675.64,-14.92,,675.64,12.38,,675.64,-6.38
,,,,,,,,,675.65,3.62,,675.65,-5.23,,675.65,1.23,,675.65,-0.15,,675.65,-0.77,,675.65,3.38,,675.65,3.23,,675.65,-8.92,,675.65,1.38,,675.65,10.62
,,,,,,,,,675.66,27.62,,675.66,10.77,,675.66,14.23,,675.66,-1.15,,675.66,8.23,,675.66,1.38,,675.66,9.23,,675.66,18.08,,675.66,8.38,,675.66,18.62
,,,,,,,,,675.67,13.62,,675.67,3.77,,675.67,12.23,,675.67,-6.15,,675.67,18.23,,675.67,4.38,,675.67,-1.77,,675.67,7.08,,675.67,10.38,,675.67,15.62
,,,,,,,,,675.68,12.62,,675.68,-0.23,,675.68,-3.77,,675.68,6.85,,675.68,18.23,,675.68,12.38,,675.68,4.23,,675.68,-2.92,,675.68,26.38,,675.68,15.62
,,,,,,,,,675.69,4.62,,675.69,14.77,,675.69,-7.77,,675.69,3.85,,675.69,10.23,,675.69,16.38,,675.69,5.23,,675.69,2.08,,675.69,13.38,,675.69,14.62
,,,,,,,,,675.7,14.62,,675.7,11.77,,675.7,8.23,,675.7,8.85,,675.7,9.23,,675.7,14.38,,675.7,3.23,,675.7,-0.92,,675.7,9.38,,675.7,5.62
,,,,,,,,,675.71,28.62,,675.71,20.77,,675.71,21.23,,675.71,14.85,,675.71,12.23,,675.71,30.38,,675.71,24.23,,675.71,6.08,,675.71,16.38,,675.71,29.62
,,,,,,,,,675.72,24.62,,675.72,20.77,,675.72,27.23,,675.72,14.85,,675.72,19.23,,675.72,41.38,,675.72,31.23,,675.72,17.08,,675.72,22.38,,675.72,38.62
,,,,,,,,,675.74,12.62,,675.74,7.77,,675.74,14.23,,675.74,9.85,,675.74,13.23,,675.74,20.38,,675.74,20.23,,675.74,21.08,,675.74,18.38,,675.74,15.62
,,,,,,,,,675.75,15.62,,675.75,9.77,,675.75,13.23,,675.75,16.85,,675.75,20.23,,675.75,18.38,,675.75,10.23,,675.75,20.08,,675.75,36.38,,675.75,5.62
,,,,,,,,,675.76,-5.38,,675.76,10.77,,675.76,2.23,,675.76,12.85,,675.76,5.23,,675.76,6.38,,675.76,5.23,,675.76,2.08,,675.76,-1.62,,675.76,-2.38
,,,,,,,,,675.77,-5.38,,675.77,1.77,,675.77,-5.77,,675.77,-3.15,,675.77,8.23,,675.77,-14.62,,675.77,-9.77,,675.77,-9.92,,675.77,-8.62,,675.77,-7.38
,,,,,,,,,675.78,4.62,,675.78,-2.23,,675.78,-0.77,,675.78,-1.15,,675.78,7.23,,675.78,-3.62,,675.78,-6.77,,675.78,-7.92,,675.78,7.38,,675.78,7.62
,,,,,,,,,675.79,28.62,,675.79,4.77,,675.79,0.23,,675.79,12.85,,675.79,7.23,,675.79,5.38,,675.79,7.23,,675.79,9.08,,675.79,9.38,,675.79,13.62
,,,,,,,,,675.8,20.62,,675.8,0.77,,675.8,-8.77,,675.8,3.85,,675.8,17.23,,675.8,15.38,,675.8,-2.77,,675.8,-1.92,,675.8,-2.62,,675.8,-1.38
,,,,,,,,,675.81,30.62,,675.81,5.77,,675.81,9.23,,675.81,21.85,,675.81,23.23,,675.81,23.38,,675.81,12.23,,675.81,11.08,,675.81,22.38,,675.81,12.62
,,,,,,,,,675.82,27.62,,675.82,25.77,,675.82,12.23,,675.82,31.85,,675.82,24.23,,675.82,15.38,,675.82,25.23,,675.82,17.08,,675.82,37.38,,675.82,26.62
,,,,,,,,,675.83,18.62,,675.83,23.77,,675.83,4.23,,675.83,7.85,,675.83,7.23,,675.83,-1.62,,675.83,14.23,,675.83,8.08,,675.83,16.38,,675.83,8.62
,,,,,,,,,675.84,15.62,,675.84,19.77,,675.84,8.23,,675.84,18.85,,675.84,6.23,,675.84,5.38,,675.84,13.23,,675.84,-0.92,,675.84,26.38,,675.84,10.62
,,,,,,,,,675.85,10.62,,675.85,12.77,,675.85,16.23,,675.85,13.85,,675.85,12.23,,675.85,23.38,,675.85,5.23,,675.85,7.08,,675.85,19.38,,675.85,17.62
,,,,,,,,,675.86,11.62,,675.86,7.77,,675.86,11.23,,675.86,12.85,,675.86,11.23,,675.86,26.38,,675.86,-0.77,,675.86,4.08,,675.86,10.38,,675.86,7.62
,,,,,,,,,675.87,12.62,,675.87,13.77,,675.87,19.23,,675.87,19.85,,675.87,15.23,,675.87,18.38,,675.87,5.23,,675.87,13.08,,675.87,29.38,,675.87,10.62
,,,,,,,,,675.88,27.62,,675.88,1.77,,675.88,4.23,,675.88,4.85,,675.88,13.23,,675.88,10.38,,675.88,6.23,,675.88,14.08,,675.88,24.38,,675.88,14.62
,,,,,,,,,675.89,19.62,,675.89,11.77,,675.89,27.23,,675.89,2.85,,675.89,7.23,,675.89,20.38,,675.89,9.23,,675.89,5.08,,675.89,23.38,,675.89,3.62
,,,,,,,,,675.9,13.62,,675.9,20.77,,675.9,14.23,,675.9,3.85,,675.9,15.23,,675.9,16.38,,675.9,21.23,,675.9,-3.92,,675.9,19.38,,675.9,-1.38
,,,,,,,,,675.91,1.62,,675.91,6.77,,675.91,8.23,,675.91,12.85,,675.91,15.23,,675.91,11.38,,675.91,-5.77,,675.91,2.08,,675.91,14.38,,675.91,0.62
,,,,,,,,,675.92,9.62,,675.92,1.77,,675.92,15.23,,675.92,27.85,,675.92,2.23,,675.92,9.38,,675.92,12.23,,675.92,-6.92,,675.92,17.38,,675.92,20.62
,,,,,,,,,675.93,7.62,,675.93,5.77,,675.93,3.23,,675.93,7.85,,675.93,8.23,,675.93,1.38,,675.93,1.23,,675.93,-17.92,,675.93,-3.62,,675.93,-8.38
,,,,,,,,,675.94,6.62,,675.94,-4.23,,675.94,2.23,,675.94,3.85,,675.94,22.23,,675.94,10.38,,675.94,4.23,,675.94,4.08,,675.94,-2.62,,675.94,4.62
,,,,,,,,,675.95,11.62,,675.95,17.77,,675.95,7.23,,675.95,11.85,,675.95,18.23,,675.95,23.38,,675.95,1.23,,675.95,1.08,,675.95,16.38,,675.95,19.62
,,,,,,,,,675.97,5.62,,675.97,9.77,,675.97,5.23,,675.97,-0.15,,675.97,9.23,,675.97,8.38,,675.97,-3.77,,675.97,4.08,,675.97,11.38,,675.97,8.62
,,,,,,,,,675.98,17.62,,675.98,13.77,,675.98,15.23,,675.98,18.85,,675.98,33.23,,675.98,19.38,,675.98,8.23,,675.98,16.08,,675.98,21.38,,675.98,22.62
,,,,,,,,,675.99,15.62,,675.99,15.77,,675.99,15.23,,675.99,16.85,,675.99,27.23,,675.99,23.38,,675.99,29.23,,675.99,23.08,,675.99,26.38,,675.99,29.62
,,,,,,,,,676,1.62,,676,0.77,,676,-4.77,,676,2.85,,676,-5.77,,676,6.38,,676,0.23,,676,7.08,,676,-2.62,,676,-10.38
,,,,,,,,,676.01,9.62,,676.01,-0.23,,676.01,6.23,,676.01,12.85,,676.01,9.23,,676.01,7.38,,676.01,4.23,,676.01,-1.92,,676.01,3.38,,676.01,6.62
,,,,,,,,,676.02,19.62,,676.02,20.77,,676.02,1.23,,676.02,14.85,,676.02,21.23,,676.02,13.38,,676.02,7.23,,676.02,8.08,,676.02,13.38,,676.02,1.62
,,,,,,,,,676.03,4.62,,676.03,4.77,,676.03,11.23,,676.03,17.85,,676.03,16.23,,676.03,18.38,,676.03,4.23,,676.03,-6.92,,676.03,17.38,,676.03,7.62
,,,,,,,,,676.04,9.62,,676.04,-2.23,,676.04,-0.77,,676.04,8.85,,676.04,1.23,,676.04,10.38,,676.04,6.23,,676.04,-2.92,,676.04,9.38,,676.04,8.62
,,,,,,,,,676.05,1.62,,676.05,9.77,,676.05,-4.77,,676.05,9.85,,676.05,9.23,,676.05,12.38,,676.05,8.23,,676.05,1.08,,676.05,5.38,,676.05,22.62
,,,,,,,,,676.06,7.62,,676.06,-0.23,,676.06,-7.77,,676.06,0.85,,676.06,9.23,,676.06,5.38,,676.06,-1.77,,676.06,-2.92,,676.06,-6.62,,676.06,15.62
,,,,,,,,,676.07,9.62,,676.07,7.77,,676.07,3.23,,676.07,12.85,,676.07,18.23,,676.07,19.38,,676.07,-1.77,,676.07,10.08,,676.07,10.38,,676.07,17.62
,,,,,,,,,676.08,26.62,,676.08,26.77,,676.08,6.23,,676.08,22.85,,676.08,28.23,,676.08,41.38,,676.08,19.23,,676.08,16.08,,676.08,30.38,,676.08,32.62
,,,,,,,,,676.09,7.62,,676.09,15.77,,676.09,16.23,,676.09,14.85,,676.09,35.23,,676.09,17.38,,676.09,13.23,,676.09,12.08,,676.09,21.38,,676.09,11.62
,,,,,,,,,676.1,-1.38,,676.1,5.77,,676.1,-6.77,,676.1,-6.15,,676.1,7.23,,676.1,0.38,,676.1,-4.77,,676.1,2.08,,676.1,3.38,,676.1,-0.38
,,,,,,,,,676.11,11.62,,676.11,-0.23,,676.11,2.23,,676.11,-3.15,,676.11,11.23,,676.11,0.38,,676.11,2.23,,676.11,6.08,,676.11,13.38,,676.11,2.62
,,,,,,,,,676.12,19.62,,676.12,0.77,,676.12,5.23,,676.12,4.85,,676.12,15.23,,676.12,10.38,,676.12,10.23,,676.12,7.08,,676.12,20.38,,676.12,10.62
,,,,,,,,,676.13,19.62,,676.13,0.77,,676.13,0.23,,676.13,1.85,,676.13,-2.77,,676.13,13.38,,676.13,3.23,,676.13,3.08,,676.13,4.38,,676.13,13.62
,,,,,,,,,676.14,18.62,,676.14,8.77,,676.14,21.23,,676.14,-0.15,,676.14,23.23,,676.14,9.38,,676.14,15.23,,676.14,-6.92,,676.14,8.38,,676.14,8.62
,,,,,,,,,676.15,8.62,,676.15,8.77,,676.15,5.23,,676.15,2.85,,676.15,10.23,,676.15,13.38,,676.15,-6.77,,676.15,-8.92,,676.15,8.38,,676.15,-6.38
,,,,,,,,,676.16,6.62,,676.16,8.77,,676.16,-6.77,,676.16,9.85,,676.16,-5.77,,676.16,13.38,,676.16,-13.77,,676.16,-8.92,,676.16,-2.62,,676.16,-20.38
,,,,,,,,,676.17,15.62,,676.17,8.77,,676.17,-5.77,,676.17,-2.15,,676.17,-4.77,,676.17,9.38,,676.17,4.23,,676.17,-2.92,,676.17,1.38,,676.17,-17.38
,,,,,,,,,676.18,7.62,,676.18,-4.23,,676.18,11.23,,676.18,-3.15,,676.18,-1.77,,676.18,-13.62,,676.18,-14.77,,676.18,-24.92,,676.18,-0.62,,676.18,-13.38
,,,,,,,,,676.19,8.62,,676.19,13.77,,676.19,11.23,,676.19,8.85,,676.19,15.23,,676.19,17.38,,676.19,2.23,,676.19,-9.92,,676.19,6.38,,676.19,16.62
,,,,,,,,,676.2,0.62,,676.2,13.77,,676.2,8.23,,676.2,15.85,,676.2,-4.77,,676.2,6.38,,676.2,0.23,,676.2,2.08,,676.2,8.38,,676.2,-0.38
,,,,,,,,,676.22,-8.38,,676.22,-4.23,,676.22,5.23,,676.22,6.85,,676.22,6.23,,676.22,3.38,,676.22,-13.77,,676.22,-7.92,,676.22,0.38,,676.22,-8.38
,,,,,,,,,676.23,11.62,,676.23,7.77,,676.23,5.23,,676.23,-1.15,,676.23,11.23,,676.23,6.38,,676.23,-2.77,,676.23,5.08,,676.23,8.38,,676.23,6.62
,,,,,,,,,676.24,9.62,,676.24,8.77,,676.24,8.23,,676.24,15.85,,676.24,24.23,,676.24,14.38,,676.24,21.23,,676.24,20.08,,676.24,28.38,,676.24,21.62
,,,,,,,,,676.25,0.62,,676.25,16.77,,676.25,-1.77,,676.25,15.85,,676.25,13.23,,676.25,13.38,,676.25,14.23,,676.25,16.08,,676.25,14.38,,676.25,14.62
,,,,,,,,,676.26,3.62,,676.26,5.77,,676.26,-5.77,,676.26,-1.15,,676.26,-6.77,,676.26,-3.62,,676.26,-10.77,,676.26,-6.92,,676.26,-3.62,,676.26,-0.38
,,,,,,,,,676.27,13.62,,676.27,-2.23,,676.27,-21.77,,676.27,-0.15,,676.27,-3.77,,676.27,-3.62,,676.27,-10.77,,676.27,-17.92,,676.27,-2.62,,676.27,-17.38
,,,,,,,,,676.28,7.62,,676.28,0.77,,676.28,-4.77,,676.28,9.85,,676.28,5.23,,676.28,15.38,,676.28,-10.77,,676.28,-8.92,,676.28,-7.62,,676.28,-0.38
,,,,,,,,,676.29,22.62,,676.29,10.77,,676.29,8.23,,676.29,26.85,,676.29,23.23,,676.29,27.38,,676.29,8.23,,676.29,12.08,,676.29,17.38,,676.29,15.62
,,,,,,,,,676.3,8.62,,676.3,14.77,,676.3,15.23,,676.3,10.85,,676.3,15.23,,676.3,14.38,,676.3,-4.77,,676.3,-3.92,,676.3,11.38,,676.3,7.62
,,,,,,,,,676.31,12.62,,676.31,11.77,,676.31,-0.77,,676.31,1.85,,676.31,24.23,,676.31,16.38,,676.31,-9.77,,676.31,3.08,,676.31,5.38,,676.31,5.62
,,,,,,,,,676.32,7.62,,676.32,12.77,,676.32,1.23,,676.32,-20.15,,676.32,2.23,,676.32,8.38,,676.32,-17.77,,676.32,-4.92,,676.32,-2.62,,676.32,-9.38
,,,,,,,,,676.33,3.62,,676.33,14.77,,676.33,12.23,,676.33,6.85,,676.33,11.23,,676.33,16.38,,676.33,4.23,,676.33,8.08,,676.33,5.38,,676.33,4.62
,,,,,,,,,676.34,7.62,,676.34,16.77,,676.34,-0.77,,676.34,15.85,,676.34,21.23,,676.34,26.38,,676.34,11.23,,676.34,8.08,,676.34,3.38,,676.34,14.62
,,,,,,,,,676.35,23.62,,676.35,4.77,,676.35,3.23,,676.35,20.85,,676.35,14.23,,676.35,16.38,,676.35,17.23,,676.35,10.08,,676.35,17.38,,676.35,27.62
,,,,,,,,,676.36,8.62,,676.36,4.77,,676.36,-4.77,,676.36,-8.15,,676.36,3.23,,676.36,13.38,,676.36,9.23,,676.36,6.08,,676.36,20.38,,676.36,17.62
,,,,,,,,,676.37,2.62,,676.37,5.77,,676.37,-3.77,,676.37,-15.15,,676.37,-4.77,,676.37,4.38,,676.37,-5.77,,676.37,-2.92,,676.37,4.38,,676.37,0.62
,,,,,,,,,676.38,4.62,,676.38,0.77,,676.38,-1.77,,676.38,-11.15,,676.38,-11.77,,676.38,-2.62,,676.38,-12.77,,676.38,-4.92,,676.38,-5.62,,676.38,-4.38
,,,,,,,,,676.39,5.62,,676.39,-11.23,,676.39,2.23,,676.39,-11.15,,676.39,-11.77,,676.39,-15.62,,676.39,-12.77,,676.39,-7.92,,676.39,-13.62,,676.39,-2.38
,,,,,,,,,676.4,11.62,,676.4,-3.23,,676.4,4.23,,676.4,6.85,,676.4,11.23,,676.4,3.38,,676.4,6.23,,676.4,-13.92,,676.4,3.38,,676.4,5.62
,,,,,,,,,676.41,21.62,,676.41,14.77,,676.41,1.23,,676.41,21.85,,676.41,18.23,,676.41,16.38,,676.41,8.23,,676.41,3.08,,676.41,18.38,,676.41,8.62
,,,,,,,,,676.42,18.62,,676.42,7.77,,676.42,6.23,,676.42,4.85,,676.42,3.23,,676.42,10.38,,676.42,2.23,,676.42,5.08,,676.42,6.38,,676.42,13.62
,,,,,,,,,676.43,15.62,,676.43,8.77,,676.43,4.23,,676.43,19.85,,676.43,12.23,,676.43,2.38,,676.43,5.23,,676.43,17.08,,676.43,-4.62,,676.43,7.62
,,,,,,,,,676.44,24.62,,676.44,15.77,,676.44,17.23,,676.44,35.85,,676.44,25.23,,676.44,25.38,,676.44,9.23,,676.44,28.08,,676.44,35.38,,676.44,9.62
,,,,,,,,,676.45,10.62,,676.45,5.77,,676.45,5.23,,676.45,9.85,,676.45,8.23,,676.45,26.38,,676.45,-1.77,,676.45,14.08,,676.45,14.38,,676.45,13.62
,,,,,,,,,676.46,-8.38,,676.46,-8.23,,676.46,7.23,,676.46,-1.15,,676.46,-0.77,,676.46,0.38,,676.46,-16.77,,676.46,-7.92,,676.46,-3.62,,676.46,4.62
,,,,,,,,,676.47,-0.38,,676.47,6.77,,676.47,15.23,,676.47,-0.15,,676.47,-0.77,,676.47,-5.62,,676.47,-10.77,,676.47,5.08,,676.47,-2.62,,676.47,12.62
,,,,,,,,,676.48,14.62,,676.48,16.77,,676.48,9.23,,676.48,9.85,,676.48,10.23,,676.48,18.38,,676.48,1.23,,676.48,17.08,,676.48,12.38,,676.48,0.62
,,,,,,,,,676.49,19.62,,676.49,7.77,,676.49,4.23,,676.49,10.85,,676.49,6.23,,676.49,0.38,,676.49,-5.77,,676.49,19.08,,676.49,12.38,,676.49,5.62
,,,,,,,,,676.5,25.62,,676.5,7.77,,676.5,9.23,,676.5,10.85,,676.5,17.23,,676.5,8.38,,676.5,10.23,,676.5,24.08,,676.5,23.38,,676.5,11.62
,,,,,,,,,676.52,15.62,,676.52,9.77,,676.52,15.23,,676.52,6.85,,676.52,14.23,,676.52,15.38,,676.52,3.23,,676.52,22.08,,676.52,22.38,,676.52,15.62
,,,,,,,,,676.53,23.62,,676.53,23.77,,676.53,18.23,,676.53,4.85,,676.53,15.23,,676.53,7.38,,676.53,-0.77,,676.53,31.08,,676.53,27.38,,676.53,9.62
,,,,,,,,,676.54,15.62,,676.54,21.77,,676.54,5.23,,676.54,-11.15,,676.54,13.23,,676.54,16.38,,676.54,4.23,,676.54,5.08,,676.54,8.38,,676.54,-9.38
,,,,,,,,,676.55,24.62,,676.55,31.77,,676.55,15.23,,676.55,-3.15,,676.55,22.23,,676.55,20.38,,676.55,0.23,,676.55,10.08,,676.55,2.38,,676.55,12.62
,,,,,,,,,676.56,9.62,,676.56,12.77,,676.56,12.23,,676.56,10.85,,676.56,15.23,,676.56,19.38,,676.56,0.23,,676.56,19.08,,676.56,2.38,,676.56,25.62
,,,,,,,,,676.57,-9.38,,676.57,4.77,,676.57,-4.77,,676.57,-2.15,,676.57,-2.77,,676.57,-0.62,,676.57,-5.77,,676.57,7.08,,676.57,17.38,,676.57,10.62
,,,,,,,,,676.58,13.62,,676.58,3.77,,676.58,-4.77,,676.58,0.85,,676.58,3.23,,676.58,6.38,,676.58,-11.77,,676.58,10.08,,676.58,12.38,,676.58,-3.38
,,,,,,,,,676.59,12.62,,676.59,12.77,,676.59,11.23,,676.59,8.85,,676.59,14.23,,676.59,14.38,,676.59,3.23,,676.59,1.08,,676.59,20.38,,676.59,17.62
,,,,,,,,,676.6,12.62,,676.6,9.77,,676.6,20.23,,676.6,12.85,,676.6,10.23,,676.6,20.38,,676.6,-3.77,,676.6,8.08,,676.6,29.38,,676.6,23.62
,,,,,,,,,676.61,16.62,,676.61,4.77,,676.61,15.23,,676.61,6.85,,676.61,4.23,,676.61,13.38,,676.61,-10.77,,676.61,7.08,,676.61,19.38,,676.61,6.62
,,,,,,,,,676.62,5.62,,676.62,3.77,,676.62,7.23,,676.62,2.85,,676.62,2.23,,676.62,4.38,,676.62,-9.77,,676.62,-0.92,,676.62,12.38,,676.62,-1.38
,,,,,,,,,676.63,17.62,,676.63,-0.23,,676.63,4.23,,676.63,-7.15,,676.63,10.23,,676.63,4.38,,676.63,-14.77,,676.63,3.08,,676.63,12.38,,676.63,-7.38
,,,,,,,,,676.64,6.62,,676.64,-10.23,,676.64,13.23,,676.64,-8.15,,676.64,1.23,,676.64,-5.62,,676.64,-7.77,,676.64,-12.92,,676.64,-0.62,,676.64,-6.38
,,,,,,,,,676.65,16.62,,676.65,-12.23,,676.65,12.23,,676.65,-15.15,,676.65,2.23,,676.65,-1.62,,676.65,-3.77,,676.65,-11.92,,676.65,2.38,,676.65,-1.38
,,,,,,,,,676.66,9.62,,676.66,12.77,,676.66,-2.77,,676.66,-3.15,,676.66,-1.77,,676.66,-2.62,,676.66,-7.77,,676.66,-7.92,,676.66,3.38,,676.66,-9.38
,,,,,,,,,676.67,-2.38,,676.67,12.77,,676.67,-8.77,,676.67,-3.15,,676.67,-5.77,,676.67,-21.62,,676.67,-13.77,,676.67,-5.92,,676.67,1.38,,676.67,-13.38
,,,,,,,,,676.68,16.62,,676.68,-5.23,,676.68,2.23,,676.68,-11.15,,676.68,2.23,,676.68,2.38,,676.68,5.23,,676.68,0.08,,676.68,17.38,,676.68,-4.38
,,,,,,,,,676.69,30.62,,676.69,21.77,,676.69,9.23,,676.69,11.85,,676.69,11.23,,676.69,22.38,,676.69,11.23,,676.69,11.08,,676.69,15.38,,676.69,23.62
,,,,,,,,,676.7,29.62,,676.7,17.77,,676.7,5.23,,676.7,11.85,,676.7,17.23,,676.7,8.38,,676.7,12.23,,676.7,3.08,,676.7,4.38,,676.7,20.62
,,,,,,,,,676.71,20.62,,676.71,9.77,,676.71,9.23,,676.71,4.85,,676.71,-4.77,,676.71,9.38,,676.71,-2.77,,676.71,4.08,,676.71,-1.62,,676.71,8.62
,,,,,,,,,676.72,19.62,,676.72,22.77,,676.72,28.23,,676.72,18.85,,676.72,27.23,,676.72,26.38,,676.72,18.23,,676.72,24.08,,676.72,23.38,,676.72,18.62
,,,,,,,,,676.73,8.62,,676.73,15.77,,676.73,18.23,,676.73,13.85,,676.73,20.23,,676.73,27.38,,676.73,24.23,,676.73,18.08,,676.73,22.38,,676.73,11.62
,,,,,,,,,676.74,12.62,,676.74,18.77,,676.74,-1.77,,676.74,19.85,,676.74,13.23,,676.74,24.38,,676.74,8.23,,676.74,6.08,,676.74,16.38,,676.74,3.62
,,,,,,,,,676.75,17.62,,676.75,12.77,,676.75,4.23,,676.75,11.85,,676.75,15.23,,676.75,12.38,,676.75,8.23,,676.75,18.08,,676.75,16.38,,676.75,8.62
,,,,,,,,,676.76,18.62,,676.76,13.77,,676.76,6.23,,676.76,13.85,,676.76,27.23,,676.76,22.38,,676.76,19.23,,676.76,11.08,,676.76,24.38,,676.76,28.62
,,,,,,,,,676.77,3.62,,676.77,8.77,,676.77,13.23,,676.77,-5.15,,676.77,7.23,,676.77,22.38,,676.77,6.23,,676.77,4.08,,676.77,6.38,,676.77,21.62
,,,,,,,,,676.78,-3.38,,676.78,6.77,,676.78,-0.77,,676.78,3.85,,676.78,5.23,,676.78,3.38,,676.78,-23.77,,676.78,0.08,,676.78,-3.62,,676.78,11.62
,,,,,,,,,676.79,3.62,,676.79,3.77,,676.79,0.23,,676.79,13.85,,676.79,7.23,,676.79,8.38,,676.79,-15.77,,676.79,8.08,,676.79,15.38,,676.79,-11.38
,,,,,,,,,676.8,5.62,,676.8,12.77,,676.8,20.23,,676.8,17.85,,676.8,18.23,,676.8,21.38,,676.8,-1.77,,676.8,0.08,,676.8,20.38,,676.8,22.62
,,,,,,,,,676.81,-6.38,,676.81,-11.23,,676.81,-8.77,,676.81,5.85,,676.81,5.23,,676.81,-16.62,,676.81,-10.77,,676.81,-7.92,,676.81,-4.62,,676.81,-3.38
,,,,,,,,,676.82,-20.38,,676.82,-21.23,,676.82,-11.77,,676.82,-4.15,,676.82,-2.77,,676.82,-11.62,,676.82,-17.77,,676.82,-0.92,,676.82,-8.62,,676.82,-15.38
,,,,,,,,,676.83,-8.38,,676.83,0.77,,676.83,-2.77,,676.83,13.85,,676.83,10.23,,676.83,2.38,,676.83,10.23,,676.83,9.08,,676.83,8.38,,676.83,12.62
,,,,,,,,,676.84,11.62,,676.84,14.77,,676.84,10.23,,676.84,17.85,,676.84,23.23,,676.84,26.38,,676.84,18.23,,676.84,9.08,,676.84,18.38,,676.84,24.62
,,,,,,,,,676.85,5.62,,676.85,-0.23,,676.85,5.23,,676.85,12.85,,676.85,11.23,,676.85,4.38,,676.85,-8.77,,676.85,-2.92,,676.85,4.38,,676.85,-16.38
,,,,,,,,,676.86,7.62,,676.86,11.77,,676.86,22.23,,676.86,15.85,,676.86,8.23,,676.86,9.38,,676.86,12.23,,676.86,3.08,,676.86,12.38,,676.86,0.62
,,,,,,,,,676.87,7.62,,676.87,6.77,,676.87,14.23,,676.87,12.85,,676.87,6.23,,676.87,9.38,,676.87,4.23,,676.87,-5.92,,676.87,22.38,,676.87,-5.38
