Run 1,, ,run 2,,,run 3 ,,changed detectors,run 1 - H2 D2,,,run 2,,,run 3 ,,,run 1 - h2,,,run 2,,,run 3,,,run 1 with filter,dummy data,,run 2 with nd 1 absorptive filter,broad band anti reflective coating 350 - 700 nm,,run 3 with filter,,,run 4,
wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts)
472.41,9.5,,472.41,14.89,,472.41,19.28,,639.58,-5.38,,639.58,-4.23,,639.58,-15.77,,639.58,-2.15,,639.58,0.23,,639.58,8.38,,639.58,-15.77,,639.58,-9.92,,639.58,9.38,,639.58,-20.38
472.63,13.5,,472.63,10.89,,472.63,16.28,,639.6,-6.38,,639.6,-0.23,,639.6,-9.77,,639.6,-8.15,,639.6,12.23,,639.6,9.38,,639.6,-1.77,,639.6,-0.92,,639.6,21.38,,639.6,-2.38
472.86,12.5,,472.86,12.89,,472.86,17.28,,639.62,0.62,,639.62,0.77,,639.62,-25.77,,639.62,-8.15,,639.62,-2.77,,639.62,5.38,,639.62,-7.77,,639.62,-8.92,,639.62,21.38,,639.62,-1.38
473.08,14.5,,473.08,14.89,,473.08,16.28,,639.64,0.62,,639.64,7.77,,639.64,-15.77,,639.64,-3.15,,639.64,-1.77,,639.64,6.38,,639.64,-4.77,,639.64,1.08,,639.64,18.38,,639.64,13.62
473.31,15.5,,473.31,18.89,,473.31,18.28,,639.65,-2.38,,639.65,6.77,,639.65,-10.77,,639.65,-7.15,,639.65,5.23,,639.65,9.38,,639.65,-0.77,,639.65,-0.92,,639.65,20.38,,639.65,2.62
473.54,18.5,,473.54,14.89,,473.54,14.28,,639.67,-6.38,,639.67,-6.23,,639.67,-11.77,,639.67,-8.15,,639.67,-2.77,,639.67,-11.62,,639.67,-11.77,,639.67,-4.92,,639.67,4.38,,639.67,-8.38
473.76,15.5,,473.76,14.89,,473.76,17.28,,639.69,4.62,,639.69,3.77,,639.69,0.23,,639.69,-17.15,,639.69,2.23,,639.69,-1.62,,639.69,4.23,,639.69,-9.92,,639.69,11.38,,639.69,-13.38
473.99,13.5,,473.99,17.89,,473.99,13.28,,639.7,4.62,,639.7,9.77,,639.7,-5.77,,639.7,-1.15,,639.7,12.23,,639.7,-3.62,,639.7,-1.77,,639.7,0.08,,639.7,23.38,,639.7,4.62
474.21,13.5,,474.21,14.89,,474.21,17.28,,639.72,9.62,,639.72,0.77,,639.72,-5.77,,639.72,12.85,,639.72,10.23,,639.72,9.38,,639.72,1.23,,639.72,3.08,,639.72,13.38,,639.72,-3.38
474.44,16.5,,474.44,16.89,,474.44,14.28,,639.74,16.62,,639.74,7.77,,639.74,11.23,,639.74,-5.15,,639.74,11.23,,639.74,6.38,,639.74,4.23,,639.74,-9.92,,639.74,-3.62,,639.74,-2.38
474.66,12.5,,474.66,11.89,,474.66,15.28,,639.75,15.62,,639.75,13.77,,639.75,23.23,,639.75,11.85,,639.75,15.23,,639.75,10.38,,639.75,16.23,,639.75,22.08,,639.75,2.38,,639.75,3.62
474.89,14.5,,474.89,11.89,,474.89,14.28,,639.77,17.62,,639.77,14.77,,639.77,15.23,,639.77,21.85,,639.77,25.23,,639.77,18.38,,639.77,17.23,,639.77,14.08,,639.77,20.38,,639.77,21.62
475.12,14.5,,475.12,14.89,,475.12,16.28,,639.79,36.62,,639.79,25.77,,639.79,31.23,,639.79,37.85,,639.79,39.23,,639.79,18.38,,639.79,35.23,,639.79,31.08,,639.79,34.38,,639.79,35.62
475.34,10.5,,475.34,13.89,,475.34,14.28,,639.8,23.62,,639.8,16.77,,639.8,21.23,,639.8,21.85,,639.8,32.23,,639.8,18.38,,639.8,18.23,,639.8,29.08,,639.8,21.38,,639.8,25.62
475.57,15.5,,475.57,14.89,,475.57,19.28,,639.82,12.62,,639.82,4.77,,639.82,3.23,,639.82,4.85,,639.82,8.23,,639.82,10.38,,639.82,0.23,,639.82,0.08,,639.82,1.38,,639.82,-6.38
475.79,13.5,,475.79,10.89,,475.79,18.28,,639.84,2.62,,639.84,4.77,,639.84,2.23,,639.84,-12.15,,639.84,-17.77,,639.84,12.38,,639.84,-16.77,,639.84,5.08,,639.84,7.38,,639.84,-1.38
476.02,14.5,,476.02,14.89,,476.02,12.28,,639.86,11.62,,639.86,12.77,,639.86,1.23,,639.86,-5.15,,639.86,-0.77,,639.86,9.38,,639.86,-6.77,,639.86,15.08,,639.86,11.38,,639.86,5.62
476.25,14.5,,476.25,21.89,,476.25,16.28,,639.87,4.62,,639.87,0.77,,639.87,-8.77,,639.87,2.85,,639.87,10.23,,639.87,10.38,,639.87,-5.77,,639.87,1.08,,639.87,-1.62,,639.87,4.62
476.47,15.5,,476.47,12.89,,476.47,15.28,,639.89,6.62,,639.89,8.77,,639.89,-6.77,,639.89,-7.15,,639.89,-10.77,,639.89,18.38,,639.89,7.23,,639.89,1.08,,639.89,3.38,,639.89,7.62
476.7,14.5,,476.7,11.89,,476.7,20.28,,639.91,-15.38,,639.91,-8.23,,639.91,-11.77,,639.91,0.85,,639.91,-10.77,,639.91,5.38,,639.91,-21.77,,639.91,-0.92,,639.91,-1.62,,639.91,-3.38
476.92,12.5,,476.92,17.89,,476.92,20.28,,639.92,-10.38,,639.92,-4.23,,639.92,-6.77,,639.92,2.85,,639.92,-1.77,,639.92,0.38,,639.92,-22.77,,639.92,-2.92,,639.92,-3.62,,639.92,-0.38
477.15,15.5,,477.15,13.89,,477.15,15.28,,639.94,1.62,,639.94,-5.23,,639.94,9.23,,639.94,2.85,,639.94,-2.77,,639.94,1.38,,639.94,-5.77,,639.94,-11.92,,639.94,-6.62,,639.94,16.62
477.37,10.5,,477.37,17.89,,477.37,15.28,,639.96,12.62,,639.96,5.77,,639.96,0.23,,639.96,6.85,,639.96,2.23,,639.96,8.38,,639.96,4.23,,639.96,0.08,,639.96,12.38,,639.96,17.62
477.6,12.5,,477.6,15.89,,477.6,16.28,,639.97,10.62,,639.97,-6.23,,639.97,1.23,,639.97,-15.15,,639.97,-6.77,,639.97,6.38,,639.97,0.23,,639.97,15.08,,639.97,-6.62,,639.97,-1.38
477.83,15.5,,477.83,15.89,,477.83,14.28,,639.99,23.62,,639.99,3.77,,639.99,4.23,,639.99,16.85,,639.99,3.23,,639.99,28.38,,639.99,3.23,,639.99,-5.92,,639.99,14.38,,639.99,13.62
478.05,13.5,,478.05,12.89,,478.05,15.28,,640.01,3.62,,640.01,0.77,,640.01,4.23,,640.01,1.85,,640.01,-2.77,,640.01,18.38,,640.01,-6.77,,640.01,4.08,,640.01,6.38,,640.01,-5.38
478.28,10.5,,478.28,12.89,,478.28,13.28,,640.02,1.62,,640.02,4.77,,640.02,-6.77,,640.02,-20.15,,640.02,-5.77,,640.02,12.38,,640.02,-3.77,,640.02,-4.92,,640.02,13.38,,640.02,-10.38
478.5,15.5,,478.5,9.89,,478.5,16.28,,640.04,8.62,,640.04,0.77,,640.04,-3.77,,640.04,-20.15,,640.04,-14.77,,640.04,-5.62,,640.04,8.23,,640.04,-10.92,,640.04,11.38,,640.04,-3.38
478.73,12.5,,478.73,12.89,,478.73,16.28,,640.06,4.62,,640.06,18.77,,640.06,-8.77,,640.06,2.85,,640.06,1.23,,640.06,0.38,,640.06,2.23,,640.06,-12.92,,640.06,17.38,,640.06,-4.38
478.95,12.5,,478.95,17.89,,478.95,14.28,,640.08,-6.38,,640.08,-1.23,,640.08,-7.77,,640.08,-4.15,,640.08,3.23,,640.08,4.38,,640.08,-10.77,,640.08,-6.92,,640.08,6.38,,640.08,2.62
479.18,16.5,,479.18,14.89,,479.18,13.28,,640.09,4.62,,640.09,12.77,,640.09,-2.77,,640.09,11.85,,640.09,11.23,,640.09,18.38,,640.09,0.23,,640.09,10.08,,640.09,4.38,,640.09,3.62
479.41,11.5,,479.41,15.89,,479.41,14.28,,640.11,5.62,,640.11,13.77,,640.11,9.23,,640.11,0.85,,640.11,0.23,,640.11,12.38,,640.11,14.23,,640.11,10.08,,640.11,10.38,,640.11,-2.38
479.63,11.5,,479.63,10.89,,479.63,19.28,,640.13,10.62,,640.13,10.77,,640.13,24.23,,640.13,-5.15,,640.13,5.23,,640.13,27.38,,640.13,15.23,,640.13,6.08,,640.13,1.38,,640.13,8.62
479.86,15.5,,479.86,16.89,,479.86,16.28,,640.14,-14.38,,640.14,2.77,,640.14,0.23,,640.14,-17.15,,640.14,-0.77,,640.14,6.38,,640.14,-23.77,,640.14,-9.92,,640.14,-26.62,,640.14,-7.38
480.08,12.5,,480.08,20.89,,480.08,17.28,,640.16,-14.38,,640.16,-3.23,,640.16,-3.77,,640.16,-5.15,,640.16,-2.77,,640.16,-10.62,,640.16,-25.77,,640.16,-8.92,,640.16,-14.62,,640.16,-9.38
480.31,16.5,,480.31,19.89,,480.31,20.28,,640.18,-6.38,,640.18,2.77,,640.18,-2.77,,640.18,1.85,,640.18,-3.77,,640.18,4.38,,640.18,0.23,,640.18,-22.92,,640.18,10.38,,640.18,-4.38
480.53,15.5,,480.53,14.89,,480.53,13.28,,640.19,-7.38,,640.19,-0.23,,640.19,-10.77,,640.19,6.85,,640.19,-7.77,,640.19,-9.62,,640.19,-6.77,,640.19,-18.92,,640.19,1.38,,640.19,-4.38
480.76,12.5,,480.76,11.89,,480.76,17.28,,640.21,-13.38,,640.21,-10.23,,640.21,7.23,,640.21,-8.15,,640.21,-0.77,,640.21,-9.62,,640.21,-3.77,,640.21,-4.92,,640.21,0.38,,640.21,-0.38
480.99,11.5,,480.99,14.89,,480.99,18.28,,640.23,-0.38,,640.23,7.77,,640.23,5.23,,640.23,6.85,,640.23,8.23,,640.23,4.38,,640.23,10.23,,640.23,-6.92,,640.23,2.38,,640.23,4.62
481.21,14.5,,481.21,15.89,,481.21,16.28,,640.24,19.62,,640.24,0.77,,640.24,5.23,,640.24,12.85,,640.24,8.23,,640.24,13.38,,640.24,12.23,,640.24,2.08,,640.24,5.38,,640.24,10.62
481.44,13.5,,481.44,16.89,,481.44,13.28,,640.26,19.62,,640.26,3.77,,640.26,-3.77,,640.26,3.85,,640.26,13.23,,640.26,19.38,,640.26,-0.77,,640.26,3.08,,640.26,6.38,,640.26,8.62
481.66,13.5,,481.66,12.89,,481.66,15.28,,640.28,5.62,,640.28,13.77,,640.28,6.23,,640.28,5.85,,640.28,5.23,,640.28,10.38,,640.28,7.23,,640.28,9.08,,640.28,13.38,,640.28,12.62
481.89,10.5,,481.89,16.89,,481.89,19.28,,640.29,2.62,,640.29,3.77,,640.29,0.23,,640.29,5.85,,640.29,4.23,,640.29,1.38,,640.29,1.23,,640.29,7.08,,640.29,-9.62,,640.29,-19.38
482.11,11.5,,482.11,12.89,,482.11,17.28,,640.31,-3.38,,640.31,-14.23,,640.31,-10.77,,640.31,-10.15,,640.31,-13.77,,640.31,-13.62,,640.31,-13.77,,640.31,-15.92,,640.31,-13.62,,640.31,-24.38
482.34,14.5,,482.34,13.89,,482.34,13.28,,640.33,3.62,,640.33,-11.23,,640.33,-11.77,,640.33,-14.15,,640.33,-8.77,,640.33,-15.62,,640.33,-7.77,,640.33,-10.92,,640.33,1.38,,640.33,-3.38
482.57,11.5,,482.57,11.89,,482.57,19.28,,640.35,5.62,,640.35,-7.23,,640.35,3.23,,640.35,-3.15,,640.35,0.23,,640.35,-1.62,,640.35,6.23,,640.35,-11.92,,640.35,16.38,,640.35,-4.38
482.79,18.5,,482.79,13.89,,482.79,17.28,,640.36,-7.38,,640.36,-10.23,,640.36,-0.77,,640.36,-1.15,,640.36,3.23,,640.36,8.38,,640.36,-8.77,,640.36,-17.92,,640.36,-3.62,,640.36,-13.38
483.02,17.5,,483.02,19.89,,483.02,19.28,,640.38,-4.38,,640.38,6.77,,640.38,1.23,,640.38,-9.15,,640.38,11.23,,640.38,10.38,,640.38,0.23,,640.38,-0.92,,640.38,0.38,,640.38,-18.38
483.24,12.5,,483.24,14.89,,483.24,17.28,,640.4,19.62,,640.4,26.77,,640.4,8.23,,640.4,-1.15,,640.4,18.23,,640.4,12.38,,640.4,20.23,,640.4,25.08,,640.4,14.38,,640.4,15.62
483.47,14.5,,483.47,15.89,,483.47,18.28,,640.41,17.62,,640.41,32.77,,640.41,19.23,,640.41,15.85,,640.41,24.23,,640.41,16.38,,640.41,18.23,,640.41,18.08,,640.41,22.38,,640.41,23.62
483.69,18.5,,483.69,20.89,,483.69,17.28,,640.43,-17.38,,640.43,8.77,,640.43,-12.77,,640.43,-7.15,,640.43,0.23,,640.43,-7.62,,640.43,-5.77,,640.43,-5.92,,640.43,-2.62,,640.43,-6.38
483.92,16.5,,483.92,16.89,,483.92,19.28,,640.45,-16.38,,640.45,-14.23,,640.45,-14.77,,640.45,-18.15,,640.45,-14.77,,640.45,-10.62,,640.45,-0.77,,640.45,-23.92,,640.45,-18.62,,640.45,-18.38
484.14,15.5,,484.14,17.89,,484.14,17.28,,640.46,-0.38,,640.46,-6.23,,640.46,12.23,,640.46,-9.15,,640.46,10.23,,640.46,6.38,,640.46,12.23,,640.46,-1.92,,640.46,16.38,,640.46,-8.38
484.37,14.5,,484.37,15.89,,484.37,14.28,,640.48,6.62,,640.48,-6.23,,640.48,2.23,,640.48,-7.15,,640.48,-5.77,,640.48,-7.62,,640.48,-1.77,,640.48,-9.92,,640.48,8.38,,640.48,-13.38
484.6,15.5,,484.6,14.89,,484.6,15.28,,640.5,-14.38,,640.5,-4.23,,640.5,2.23,,640.5,-5.15,,640.5,-19.77,,640.5,-20.62,,640.5,-14.77,,640.5,-7.92,,640.5,-5.62,,640.5,-16.38
484.82,17.5,,484.82,17.89,,484.82,19.28,,640.51,-6.38,,640.51,-8.23,,640.51,-3.77,,640.51,-2.15,,640.51,-10.77,,640.51,-1.62,,640.51,-18.77,,640.51,-18.92,,640.51,0.38,,640.51,-11.38
485.05,14.5,,485.05,12.89,,485.05,21.28,,640.53,8.62,,640.53,9.77,,640.53,3.23,,640.53,-6.15,,640.53,-1.77,,640.53,13.38,,640.53,-24.77,,640.53,1.08,,640.53,2.38,,640.53,4.62
485.27,10.5,,485.27,12.89,,485.27,17.28,,640.55,2.62,,640.55,9.77,,640.55,-8.77,,640.55,1.85,,640.55,1.23,,640.55,24.38,,640.55,-7.77,,640.55,-3.92,,640.55,10.38,,640.55,-9.38
485.5,10.5,,485.5,17.89,,485.5,19.28,,640.56,15.62,,640.56,3.77,,640.56,-6.77,,640.56,-4.15,,640.56,3.23,,640.56,17.38,,640.56,-14.77,,640.56,-1.92,,640.56,10.38,,640.56,-9.38
485.72,11.5,,485.72,13.89,,485.72,21.28,,640.58,8.62,,640.58,6.77,,640.58,12.23,,640.58,-3.15,,640.58,23.23,,640.58,19.38,,640.58,-9.77,,640.58,23.08,,640.58,18.38,,640.58,20.62
485.95,14.5,,485.95,9.89,,485.95,14.28,,640.6,27.62,,640.6,14.77,,640.6,4.23,,640.6,-7.15,,640.6,22.23,,640.6,27.38,,640.6,7.23,,640.6,10.08,,640.6,9.38,,640.6,16.62
486.17,13.5,,486.17,17.89,,486.17,17.28,,640.61,-1.38,,640.61,10.77,,640.61,-20.77,,640.61,-15.15,,640.61,-5.77,,640.61,-1.62,,640.61,-10.77,,640.61,-6.92,,640.61,-7.62,,640.61,-0.38
486.4,16.5,,486.4,11.89,,486.4,22.28,,640.63,-8.38,,640.63,3.77,,640.63,-7.77,,640.63,-22.15,,640.63,-6.77,,640.63,-4.62,,640.63,1.23,,640.63,-13.92,,640.63,3.38,,640.63,-2.38
486.63,10.5,,486.63,15.89,,486.63,17.28,,640.65,-18.38,,640.65,-11.23,,640.65,-5.77,,640.65,-5.15,,640.65,-1.77,,640.65,-8.62,,640.65,-15.77,,640.65,-25.92,,640.65,-10.62,,640.65,-5.38
486.85,15.5,,486.85,14.89,,486.85,21.28,,640.66,-15.38,,640.66,-13.23,,640.66,-2.77,,640.66,-8.15,,640.66,-4.77,,640.66,4.38,,640.66,10.23,,640.66,-17.92,,640.66,3.38,,640.66,2.62
487.08,14.5,,487.08,17.89,,487.08,19.28,,640.68,14.62,,640.68,-2.23,,640.68,3.23,,640.68,8.85,,640.68,0.23,,640.68,11.38,,640.68,17.23,,640.68,0.08,,640.68,24.38,,640.68,15.62
487.3,16.5,,487.3,18.89,,487.3,16.28,,640.7,-3.38,,640.7,-5.23,,640.7,-14.77,,640.7,-4.15,,640.7,-5.77,,640.7,-10.62,,640.7,-12.77,,640.7,-16.92,,640.7,2.38,,640.7,-5.38
487.53,15.5,,487.53,19.89,,487.53,19.28,,640.72,-1.38,,640.72,-9.23,,640.72,-4.77,,640.72,-7.15,,640.72,5.23,,640.72,2.38,,640.72,-2.77,,640.72,-20.92,,640.72,-2.62,,640.72,-7.38
487.75,16.5,2,487.75,15.89,,487.75,16.28,,640.73,5.62,,640.73,6.77,,640.73,5.23,,640.73,1.85,,640.73,6.23,,640.73,4.38,,640.73,0.23,,640.73,-17.92,,640.73,-1.62,,640.73,0.62
487.98,16.5,,487.98,17.89,,487.98,17.28,,640.75,5.62,,640.75,3.77,,640.75,-9.77,,640.75,8.85,,640.75,-8.77,,640.75,3.38,,640.75,-8.77,,640.75,-7.92,,640.75,-7.62,,640.75,-9.38
488.2,13.5,,488.2,21.89,,488.2,21.28,,640.77,22.62,,640.77,9.77,,640.77,15.23,,640.77,3.85,,640.77,5.23,,640.77,20.38,,640.77,22.23,,640.77,3.08,,640.77,10.38,,640.77,8.62
488.43,17.5,,488.43,21.89,,488.43,19.28,,640.78,9.62,,640.78,14.77,,640.78,6.23,,640.78,16.85,,640.78,23.23,,640.78,16.38,,640.78,5.23,,640.78,7.08,,640.78,17.38,,640.78,20.62
488.66,21.5,,488.66,15.89,,488.66,20.28,,640.8,5.62,,640.8,5.77,,640.8,-0.77,,640.8,6.85,,640.8,9.23,,640.8,25.38,,640.8,-3.77,,640.8,-13.92,,640.8,14.38,,640.8,1.62
488.88,22.5,,488.88,24.89,,488.88,21.28,,640.82,2.62,,640.82,2.77,,640.82,13.23,,640.82,16.85,,640.82,3.23,,640.82,20.38,,640.82,7.23,,640.82,-11.92,,640.82,15.38,,640.82,7.62
489.11,20.5,,489.11,26.89,,489.11,27.28,,640.83,8.62,,640.83,1.77,,640.83,10.23,,640.83,8.85,,640.83,7.23,,640.83,5.38,,640.83,9.23,,640.83,0.08,,640.83,13.38,,640.83,0.62
489.33,27.5,,489.33,31.89,,489.33,21.28,,640.85,-0.38,,640.85,9.77,,640.85,6.23,,640.85,8.85,,640.85,20.23,,640.85,9.38,,640.85,15.23,,640.85,5.08,,640.85,12.38,,640.85,0.62
489.56,62.5,,489.56,68.89,,489.56,33.28,,640.87,12.62,,640.87,4.77,,640.87,13.23,,640.87,4.85,,640.87,15.23,,640.87,-0.62,,640.87,3.23,,640.87,7.08,,640.87,7.38,,640.87,-1.38
489.78,272.5,,489.78,344.89,,489.78,71.28,,640.88,15.62,,640.88,11.77,,640.88,9.23,,640.88,14.85,,640.88,27.23,,640.88,20.38,,640.88,19.23,,640.88,15.08,,640.88,21.38,,640.88,19.62
490.01,1143.5,PEAK,490.01,1597.89,,490.01,368.28,,640.9,6.62,,640.9,9.77,,640.9,-14.77,,640.9,-2.15,,640.9,16.23,,640.9,1.38,,640.9,2.23,,640.9,0.08,,640.9,-10.62,,640.9,2.62
490.23,799.5,,490.23,958.89,,490.23,1842.28,,640.92,3.62,,640.92,-9.23,,640.92,-12.77,,640.92,-4.15,,640.92,6.23,,640.92,-14.62,,640.92,-8.77,,640.92,-5.92,,640.92,-6.62,,640.92,4.62
490.46,59.5,,490.46,45.89,,490.46,1180.28,,640.93,-7.38,,640.93,-10.23,,640.93,-14.77,,640.93,-2.15,,640.93,-10.77,,640.93,-11.62,,640.93,-15.77,,640.93,-18.92,,640.93,-1.62,,640.93,-9.38
490.68,25.5,,490.68,30.89,,490.68,65.28,,640.95,-3.38,,640.95,-12.23,,640.95,-7.77,,640.95,-14.15,,640.95,3.23,,640.95,-5.62,,640.95,-11.77,,640.95,-6.92,,640.95,4.38,,640.95,-2.38
490.91,19.5,,490.91,20.89,,490.91,28.28,,640.97,7.62,,640.97,-4.23,,640.97,-7.77,,640.97,-19.15,,640.97,7.23,,640.97,22.38,,640.97,-1.77,,640.97,0.08,,640.97,9.38,,640.97,10.62
491.14,17.5,,491.14,18.89,,491.14,24.28,,640.98,-2.38,,640.98,-6.23,,640.98,-10.77,,640.98,-19.15,,640.98,-10.77,,640.98,4.38,,640.98,-10.77,,640.98,1.08,,640.98,-7.62,,640.98,15.62
491.36,16.5,,491.36,22.89,,491.36,20.28,,641,-3.38,,641,-15.23,,641,-13.77,,641,-11.15,,641,-13.77,,641,-18.62,,641,-9.77,,641,-10.92,,641,-17.62,,641,-0.38
491.59,16.5,,491.59,20.89,,491.59,22.28,,641.02,-8.38,,641.02,-13.23,,641.02,-18.77,,641.02,-13.15,,641.02,-16.77,,641.02,-9.62,,641.02,-24.77,,641.02,-8.92,,641.02,-11.62,,641.02,-21.38
491.81,18.5,,491.81,18.89,,491.81,21.28,,641.03,-4.38,,641.03,-3.23,,641.03,-1.77,,641.03,-7.15,,641.03,-2.77,,641.03,-11.62,,641.03,-23.77,,641.03,-6.92,,641.03,-2.62,,641.03,-14.38
492.04,15.5,,492.04,17.89,,492.04,20.28,,641.05,8.62,,641.05,8.77,,641.05,-4.77,,641.05,0.85,,641.05,9.23,,641.05,2.38,,641.05,-4.77,,641.05,-2.92,,641.05,-4.62,,641.05,-8.38
492.26,13.5,,492.26,13.89,,492.26,21.28,,641.07,1.62,,641.07,6.77,,641.07,-11.77,,641.07,-6.15,,641.07,-2.77,,641.07,-1.62,,641.07,-6.77,,641.07,-2.92,,641.07,-0.62,,641.07,-11.38
492.49,13.5,,492.49,16.89,,492.49,18.28,,641.08,3.62,,641.08,14.77,,641.08,0.23,,641.08,-2.15,,641.08,7.23,,641.08,2.38,,641.08,5.23,,641.08,8.08,,641.08,6.38,,641.08,12.62
492.71,16.5,,492.71,14.89,,492.71,20.28,,641.1,0.62,,641.1,-11.23,,641.1,-1.77,,641.1,-16.15,,641.1,-3.77,,641.1,13.38,,641.1,-18.77,,641.1,-14.92,,641.1,11.38,,641.1,-3.38
492.94,13.5,,492.94,14.89,,492.94,19.28,,641.12,12.62,,641.12,9.77,,641.12,13.23,,641.12,-2.15,,641.12,7.23,,641.12,23.38,,641.12,1.23,,641.12,13.08,,641.12,21.38,,641.12,8.62
493.16,16.5,,493.16,12.89,,493.16,21.28,,641.13,-9.38,,641.13,8.77,,641.13,5.23,,641.13,-5.15,,641.13,17.23,,641.13,12.38,,641.13,0.23,,641.13,-7.92,,641.13,9.38,,641.13,3.62
493.39,14.5,,493.39,14.89,,493.39,17.28,,641.15,6.62,,641.15,4.77,,641.15,4.23,,641.15,-6.15,,641.15,4.23,,641.15,-3.62,,641.15,-14.77,,641.15,-12.92,,641.15,-1.62,,641.15,-0.38
493.62,13.5,,493.62,15.89,,493.62,15.28,,641.17,-14.38,,641.17,-2.23,,641.17,-5.77,,641.17,0.85,,641.17,-3.77,,641.17,10.38,,641.17,-21.77,,641.17,-3.92,,641.17,1.38,,641.17,-3.38
493.84,15.5,,493.84,17.89,,493.84,18.28,,641.18,-12.38,,641.18,-8.23,,641.18,-5.77,,641.18,-13.15,,641.18,-16.77,,641.18,-7.62,,641.18,-11.77,,641.18,-2.92,,641.18,-14.62,,641.18,-8.38
494.07,12.5,,494.07,16.89,,494.07,16.28,,641.2,18.62,,641.2,3.77,,641.2,14.23,,641.2,5.85,,641.2,16.23,,641.2,13.38,,641.2,13.23,,641.2,12.08,,641.2,8.38,,641.2,26.62
494.29,13.5,,494.29,16.89,,494.29,17.28,,641.22,10.62,,641.22,4.77,,641.22,-1.77,,641.22,20.85,,641.22,13.23,,641.22,10.38,,641.22,12.23,,641.22,16.08,,641.22,3.38,,641.22,9.62
494.52,12.5,,494.52,10.89,,494.52,15.28,,641.23,1.62,,641.23,6.77,,641.23,0.23,,641.23,4.85,,641.23,-1.77,,641.23,-10.62,,641.23,16.23,,641.23,-4.92,,641.23,-9.62,,641.23,-10.38
494.74,12.5,,494.74,12.89,,494.74,19.28,,641.25,-0.38,,641.25,10.77,,641.25,-0.77,,641.25,1.85,,641.25,2.23,,641.25,5.38,,641.25,5.23,,641.25,-9.92,,641.25,6.38,,641.25,-6.38
494.97,14.5,,494.97,14.89,,494.97,21.28,,641.27,2.62,,641.27,2.77,,641.27,12.23,,641.27,1.85,,641.27,10.23,,641.27,8.38,,641.27,5.23,,641.27,2.08,,641.27,11.38,,641.27,5.62
495.19,15.5,,495.19,17.89,,495.19,22.28,,641.28,1.62,,641.28,-3.23,,641.28,-4.77,,641.28,-6.15,,641.28,2.23,,641.28,1.38,,641.28,8.23,,641.28,-9.92,,641.28,-5.62,,641.28,-1.38
495.42,14.5,,495.42,17.89,,495.42,17.28,,641.3,-2.38,,641.3,4.77,,641.3,9.23,,641.3,1.85,,641.3,-3.77,,641.3,5.38,,641.3,2.23,,641.3,-11.92,,641.3,-0.62,,641.3,4.62
495.64,38.5,,495.64,43.89,,495.64,50.28,,641.32,-8.38,,641.32,4.77,,641.32,-1.77,,641.32,-16.15,,641.32,-2.77,,641.32,-5.62,,641.32,-20.77,,641.32,-25.92,,641.32,-7.62,,641.32,-16.38
495.87,12.5,,495.87,17.89,,495.87,16.28,,641.34,-0.38,,641.34,8.77,,641.34,-11.77,,641.34,-15.15,,641.34,-5.77,,641.34,8.38,,641.34,-7.77,,641.34,-16.92,,641.34,-6.62,,641.34,-7.38
496.09,10.5,,496.09,15.89,,496.09,14.28,,641.35,8.62,,641.35,1.77,,641.35,-11.77,,641.35,-11.15,,641.35,-0.77,,641.35,12.38,,641.35,-6.77,,641.35,-19.92,,641.35,8.38,,641.35,-8.38
496.32,20.5,,496.32,18.89,,496.32,19.28,,641.37,-5.38,,641.37,1.77,,641.37,5.23,,641.37,4.85,,641.37,2.23,,641.37,9.38,,641.37,-6.77,,641.37,-3.92,,641.37,8.38,,641.37,17.62
496.54,13.5,,496.54,18.89,,496.54,20.28,,641.39,-3.38,,641.39,13.77,,641.39,-10.77,,641.39,-0.15,,641.39,-5.77,,641.39,10.38,,641.39,-0.77,,641.39,-1.92,,641.39,5.38,,641.39,5.62
496.77,9.5,,496.77,15.89,,496.77,19.28,,641.4,1.62,,641.4,5.77,,641.4,2.23,,641.4,-3.15,,641.4,-9.77,,641.4,17.38,,641.4,-13.77,,641.4,3.08,,641.4,19.38,,641.4,-8.38
497,12.5,,497,19.89,,497,21.28,,641.42,5.62,,641.42,8.77,,641.42,8.23,,641.42,-15.15,,641.42,4.23,,641.42,-2.62,,641.42,-7.77,,641.42,2.08,,641.42,-0.62,,641.42,0.62
497.22,14.5,,497.22,15.89,,497.22,19.28,,641.44,0.62,,641.44,8.77,,641.44,14.23,,641.44,-10.15,,641.44,6.23,,641.44,11.38,,641.44,1.23,,641.44,0.08,,641.44,8.38,,641.44,16.62
497.45,13.5,,497.45,18.89,,497.45,17.28,,641.45,14.62,,641.45,15.77,,641.45,23.23,,641.45,6.85,,641.45,22.23,,641.45,34.38,,641.45,25.23,,641.45,18.08,,641.45,32.38,,641.45,28.62
497.67,15.5,,497.67,12.89,,497.67,18.28,,641.47,-5.38,,641.47,9.77,,641.47,13.23,,641.47,1.85,,641.47,12.23,,641.47,26.38,,641.47,5.23,,641.47,17.08,,641.47,18.38,,641.47,13.62
